evidence_id,case_id,fir_number,evidence_number,evidence_type,description,collected_by_officer_id,collection_location,storage_location,chain_of_custody_status,created_at
EVID-002665,CASE-000065,FIR/2024/PS-DEL-002/00065,EVID/00065/2665,DIGITAL,SIM card recovered,OFFICER-00007,"Near Landmark 26, Hauz Khas, South Delhi","Locker-48, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-07-19T15:53:35.154260
EVID-002666,CASE-000066,FIR/2024/PS-BLR-001/00066,EVID/00066/2666,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00016,"Near Landmark 13, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-3, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-07-20T18:53:35.154300
EVID-002667,CASE-000067,FIR/2025/PS-BLR-002/00067,EVID/00067/2667,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00036,"Near Landmark 75, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-17, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-08-08T14:53:35.154333
EVID-002668,CASE-000068,FIR/2025/PS-CHE-001/00068,EVID/00068/2668,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00008,"Near Landmark 67, T. Nagar, Chennai","Locker-39, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-05-24T02:53:35.154362
EVID-002669,CASE-000069,FIR/2026/PS-CHE-002/00069,EVID/00069/2669,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00033,"Near Landmark 38, Mylapore, Chennai","Locker-15, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-11-03T06:53:35.154388
EVID-002670,CASE-000070,FIR/2026/PS-LKO-001/00070,EVID/00070/2670,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00028,"Near Landmark 44, Hazratganj, Lucknow","Locker-38, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-13T13:53:35.154413
EVID-002671,CASE-000071,FIR/2025/PS-MUM-001/00071,EVID/00071/2671,FORENSIC,Toxicology vial from post-mortem,OFFICER-00040,"Near Landmark 21, Colaba, Mumbai City","Locker-37, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-12-14T19:53:35.154441
EVID-002672,CASE-000072,FIR/2025/PS-MUM-002/00072,EVID/00072/2672,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00003,"Near Landmark 85, Bandra West, Mumbai Suburban","Locker-46, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-11-09T02:53:35.154467
EVID-002673,CASE-000073,FIR/2026/PS-PUN-001/00073,EVID/00073/2673,DOCUMENTARY,Forged land deed agreement,OFFICER-00028,"Near Landmark 97, Shivajinagar, Pune","Locker-7, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-08-15T07:53:35.154492
EVID-002674,CASE-000074,FIR/2025/PS-DEL-001/00074,EVID/00074/2674,DOCUMENTARY,Handwritten ransom note,OFFICER-00021,"Near Landmark 12, Connaught Place, Central Delhi","Locker-11, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-11-29T04:53:35.154520
EVID-002675,CASE-000075,FIR/2025/PS-DEL-002/00075,EVID/00075/2675,FORENSIC,Chemical reagent sample,OFFICER-00044,"Near Landmark 95, Hauz Khas, South Delhi","Locker-15, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-06-29T14:53:35.154550
EVID-002676,CASE-000076,FIR/2024/PS-BLR-001/00076,EVID/00076/2676,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00023,"Near Landmark 42, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-6, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-05-02T01:53:35.154574
EVID-002677,CASE-000077,FIR/2026/PS-BLR-002/00077,EVID/00077/2677,FORENSIC,Toxicology vial from post-mortem,OFFICER-00033,"Near Landmark 65, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-35, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-07-18T08:53:35.154598
EVID-002678,CASE-000078,FIR/2026/PS-CHE-001/00078,EVID/00078/2678,DOCUMENTARY,Handwritten ransom note,OFFICER-00002,"Near Landmark 30, T. Nagar, Chennai","Locker-17, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-15T05:53:35.154631
EVID-002679,CASE-000079,FIR/2024/PS-CHE-002/00079,EVID/00079/2679,DIGITAL,USB flash drive with encrypted documents,OFFICER-00037,"Near Landmark 28, Mylapore, Chennai","Locker-25, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-29T11:53:35.154658
EVID-002680,CASE-000080,FIR/2025/PS-LKO-001/00080,EVID/00080/2680,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00018,"Near Landmark 41, Hazratganj, Lucknow","Locker-29, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-08-30T10:53:35.154682
EVID-002681,CASE-000081,FIR/2026/PS-MUM-001/00081,EVID/00081/2681,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00007,"Near Landmark 47, Colaba, Mumbai City","Locker-7, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-11-05T20:53:35.154712
EVID-002682,CASE-000082,FIR/2025/PS-MUM-002/00082,EVID/00082/2682,FORENSIC,Bullet casing recovered from floor,OFFICER-00045,"Near Landmark 69, Bandra West, Mumbai Suburban","Locker-16, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-02-14T09:53:35.154761
EVID-002683,CASE-000083,FIR/2024/PS-PUN-001/00083,EVID/00083/2683,FORENSIC,Toxicology vial from post-mortem,OFFICER-00025,"Near Landmark 29, Shivajinagar, Pune","Locker-27, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-12-07T05:53:35.154789
EVID-002684,CASE-000084,FIR/2026/PS-DEL-001/00084,EVID/00084/2684,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00030,"Near Landmark 16, Connaught Place, Central Delhi","Locker-41, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-02-19T01:53:35.154827
EVID-002685,CASE-000085,FIR/2025/PS-DEL-002/00085,EVID/00085/2685,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00020,"Near Landmark 97, Hauz Khas, South Delhi","Locker-45, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-08-08T08:53:35.154854
EVID-002686,CASE-000086,FIR/2026/PS-BLR-001/00086,EVID/00086/2686,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00046,"Near Landmark 68, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-27, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-04-05T18:53:35.154880
EVID-002687,CASE-000087,FIR/2024/PS-BLR-002/00087,EVID/00087/2687,PHYSICAL,Shoe impression cast,OFFICER-00050,"Near Landmark 11, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-33, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-07-08T19:53:35.154904
EVID-002688,CASE-000088,FIR/2025/PS-CHE-001/00088,EVID/00088/2688,DOCUMENTARY,Handwritten ransom note,OFFICER-00035,"Near Landmark 54, T. Nagar, Chennai","Locker-26, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-11-07T17:53:35.154968
EVID-002689,CASE-000089,FIR/2025/PS-CHE-002/00089,EVID/00089/2689,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00029,"Near Landmark 73, Mylapore, Chennai","Locker-22, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-08-13T22:53:35.155013
EVID-002690,CASE-000090,FIR/2024/PS-LKO-001/00090,EVID/00090/2690,FORENSIC,Bullet casing recovered from floor,OFFICER-00030,"Near Landmark 46, Hazratganj, Lucknow","Locker-13, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-10-27T05:53:35.155054
EVID-002691,CASE-000091,FIR/2025/PS-MUM-001/00091,EVID/00091/2691,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00017,"Near Landmark 88, Colaba, Mumbai City","Locker-37, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-11-06T03:53:35.155095
EVID-002692,CASE-000092,FIR/2024/PS-MUM-002/00092,EVID/00092/2692,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00006,"Near Landmark 82, Bandra West, Mumbai Suburban","Locker-26, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-04-02T01:53:35.155135
EVID-002693,CASE-000093,FIR/2024/PS-PUN-001/00093,EVID/00093/2693,PHYSICAL,Fabric sample with blood stains,OFFICER-00027,"Near Landmark 88, Shivajinagar, Pune","Locker-32, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-07-06T00:53:35.155177
EVID-002694,CASE-000094,FIR/2026/PS-DEL-001/00094,EVID/00094/2694,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00012,"Near Landmark 48, Connaught Place, Central Delhi","Locker-12, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-08-24T14:53:35.155226
EVID-002695,CASE-000095,FIR/2025/PS-DEL-002/00095,EVID/00095/2695,DOCUMENTARY,Forged land deed agreement,OFFICER-00005,"Near Landmark 67, Hauz Khas, South Delhi","Locker-50, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-07-27T19:53:35.155271
EVID-002696,CASE-000096,FIR/2026/PS-BLR-001/00096,EVID/00096/2696,FORENSIC,Toxicology vial from post-mortem,OFFICER-00005,"Near Landmark 16, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-10, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-04-25T15:53:35.155320
EVID-002697,CASE-000097,FIR/2026/PS-BLR-002/00097,EVID/00097/2697,DIGITAL,SIM card recovered,OFFICER-00043,"Near Landmark 57, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-1, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-06-18T20:53:35.155362
EVID-002698,CASE-000098,FIR/2025/PS-CHE-001/00098,EVID/00098/2698,FORENSIC,Chemical reagent sample,OFFICER-00011,"Near Landmark 27, T. Nagar, Chennai","Locker-16, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-08-06T08:53:35.155404
EVID-002699,CASE-000099,FIR/2024/PS-CHE-002/00099,EVID/00099/2699,FORENSIC,Toxicology vial from post-mortem,OFFICER-00003,"Near Landmark 70, Mylapore, Chennai","Locker-3, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-04-30T20:53:35.155446
EVID-002700,CASE-000100,FIR/2026/PS-LKO-001/00100,EVID/00100/2700,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00041,"Near Landmark 53, Hazratganj, Lucknow","Locker-49, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-23T07:53:35.155489
EVID-002701,CASE-000101,FIR/2025/PS-MUM-001/00101,EVID/00101/2701,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00050,"Near Landmark 12, Colaba, Mumbai City","Locker-10, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-05-24T22:53:35.155532
EVID-002702,CASE-000102,FIR/2024/PS-MUM-002/00102,EVID/00102/2702,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00010,"Near Landmark 38, Bandra West, Mumbai Suburban","Locker-13, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-03T18:53:35.155574
EVID-002703,CASE-000103,FIR/2024/PS-PUN-001/00103,EVID/00103/2703,DOCUMENTARY,Handwritten ransom note,OFFICER-00021,"Near Landmark 20, Shivajinagar, Pune","Locker-9, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-03-24T22:53:35.155621
EVID-002704,CASE-000104,FIR/2026/PS-DEL-001/00104,EVID/00104/2704,DOCUMENTARY,Fake identification card,OFFICER-00049,"Near Landmark 47, Connaught Place, Central Delhi","Locker-38, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-11T02:53:35.155663
EVID-002705,CASE-000105,FIR/2025/PS-DEL-002/00105,EVID/00105/2705,PHYSICAL,Recovered sharp metallic tool,OFFICER-00048,"Near Landmark 60, Hauz Khas, South Delhi","Locker-1, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-05T18:53:35.155703
EVID-002706,CASE-000106,FIR/2026/PS-BLR-001/00106,EVID/00106/2706,FORENSIC,Toxicology vial from post-mortem,OFFICER-00002,"Near Landmark 24, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-24, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-23T05:53:35.155743
EVID-002707,CASE-000107,FIR/2024/PS-BLR-002/00107,EVID/00107/2707,PHYSICAL,Recovered sharp metallic tool,OFFICER-00011,"Near Landmark 16, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-37, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-03-04T16:53:35.155816
EVID-002708,CASE-000108,FIR/2026/PS-CHE-001/00108,EVID/00108/2708,FORENSIC,Chemical reagent sample,OFFICER-00038,"Near Landmark 12, T. Nagar, Chennai","Locker-46, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-13T11:53:35.155864
EVID-002709,CASE-000109,FIR/2026/PS-CHE-002/00109,EVID/00109/2709,DOCUMENTARY,Forged land deed agreement,OFFICER-00014,"Near Landmark 93, Mylapore, Chennai","Locker-10, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-14T06:53:35.155910
EVID-002710,CASE-000110,FIR/2026/PS-LKO-001/00110,EVID/00110/2710,FORENSIC,Chemical reagent sample,OFFICER-00010,"Near Landmark 94, Hazratganj, Lucknow","Locker-29, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-06-21T11:53:35.155954
EVID-002711,CASE-000111,FIR/2024/PS-MUM-001/00111,EVID/00111/2711,PHYSICAL,Recovered sharp metallic tool,OFFICER-00013,"Near Landmark 74, Colaba, Mumbai City","Locker-37, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-08-05T18:53:35.155996
EVID-002712,CASE-000112,FIR/2024/PS-MUM-002/00112,EVID/00112/2712,DOCUMENTARY,Handwritten ransom note,OFFICER-00008,"Near Landmark 89, Bandra West, Mumbai Suburban","Locker-35, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-09-05T07:53:35.156041
EVID-002713,CASE-000113,FIR/2024/PS-PUN-001/00113,EVID/00113/2713,PHYSICAL,Recovered sharp metallic tool,OFFICER-00026,"Near Landmark 76, Shivajinagar, Pune","Locker-28, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-05-14T22:53:35.156083
EVID-002714,CASE-000114,FIR/2025/PS-DEL-001/00114,EVID/00114/2714,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00035,"Near Landmark 24, Connaught Place, Central Delhi","Locker-9, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-09T05:53:35.156139
EVID-002715,CASE-000115,FIR/2024/PS-DEL-002/00115,EVID/00115/2715,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00040,"Near Landmark 70, Hauz Khas, South Delhi","Locker-10, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-22T00:53:35.156179
EVID-002716,CASE-000116,FIR/2026/PS-BLR-001/00116,EVID/00116/2716,FORENSIC,Chemical reagent sample,OFFICER-00032,"Near Landmark 35, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-13, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-09T02:53:35.156219
EVID-002717,CASE-000117,FIR/2024/PS-BLR-002/00117,EVID/00117/2717,DOCUMENTARY,Fake identification card,OFFICER-00020,"Near Landmark 77, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-4, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-05-29T17:53:35.156259
EVID-002718,CASE-000118,FIR/2024/PS-CHE-001/00118,EVID/00118/2718,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00031,"Near Landmark 81, T. Nagar, Chennai","Locker-16, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-28T04:53:35.156299
EVID-002719,CASE-000119,FIR/2025/PS-CHE-002/00119,EVID/00119/2719,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00028,"Near Landmark 21, Mylapore, Chennai","Locker-24, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-18T20:53:35.156339
EVID-002720,CASE-000120,FIR/2024/PS-LKO-001/00120,EVID/00120/2720,FORENSIC,Chemical reagent sample,OFFICER-00026,"Near Landmark 78, Hazratganj, Lucknow","Locker-9, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-06-03T23:53:35.156390
EVID-002721,CASE-000121,FIR/2026/PS-MUM-001/00121,EVID/00121/2721,FORENSIC,Bullet casing recovered from floor,OFFICER-00040,"Near Landmark 68, Colaba, Mumbai City","Locker-35, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-07-13T18:53:35.156456
EVID-002722,CASE-000122,FIR/2026/PS-MUM-002/00122,EVID/00122/2722,FORENSIC,Chemical reagent sample,OFFICER-00034,"Near Landmark 91, Bandra West, Mumbai Suburban","Locker-42, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-13T10:53:35.156503
EVID-002723,CASE-000123,FIR/2024/PS-PUN-001/00123,EVID/00123/2723,FORENSIC,Toxicology vial from post-mortem,OFFICER-00017,"Near Landmark 45, Shivajinagar, Pune","Locker-49, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-04-10T08:53:35.156548
EVID-002724,CASE-000124,FIR/2026/PS-DEL-001/00124,EVID/00124/2724,PHYSICAL,Fabric sample with blood stains,OFFICER-00013,"Near Landmark 18, Connaught Place, Central Delhi","Locker-37, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-07-26T13:53:35.156591
EVID-002725,CASE-000125,FIR/2025/PS-DEL-002/00125,EVID/00125/2725,FORENSIC,Bullet casing recovered from floor,OFFICER-00010,"Near Landmark 93, Hauz Khas, South Delhi","Locker-21, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-02-06T17:53:35.156632
EVID-002726,CASE-000126,FIR/2024/PS-BLR-001/00126,EVID/00126/2726,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00019,"Near Landmark 49, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-46, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-06-03T11:53:35.156674
EVID-002727,CASE-000127,FIR/2024/PS-BLR-002/00127,EVID/00127/2727,FORENSIC,Toxicology vial from post-mortem,OFFICER-00028,"Near Landmark 74, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-40, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-05-07T05:53:35.156715
EVID-002728,CASE-000128,FIR/2024/PS-CHE-001/00128,EVID/00128/2728,FORENSIC,Bullet casing recovered from floor,OFFICER-00042,"Near Landmark 17, T. Nagar, Chennai","Locker-22, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-03-05T15:53:35.156761
EVID-002729,CASE-000129,FIR/2026/PS-CHE-002/00129,EVID/00129/2729,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00034,"Near Landmark 99, Mylapore, Chennai","Locker-48, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-07-25T03:53:35.156803
EVID-002730,CASE-000130,FIR/2025/PS-LKO-001/00130,EVID/00130/2730,DIGITAL,USB flash drive with encrypted documents,OFFICER-00036,"Near Landmark 29, Hazratganj, Lucknow","Locker-11, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-07-07T03:53:35.156853
EVID-002731,CASE-000131,FIR/2025/PS-MUM-001/00131,EVID/00131/2731,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00004,"Near Landmark 44, Colaba, Mumbai City","Locker-33, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-05-28T22:53:35.156901
EVID-002732,CASE-000132,FIR/2026/PS-MUM-002/00132,EVID/00132/2732,PHYSICAL,Fabric sample with blood stains,OFFICER-00011,"Near Landmark 52, Bandra West, Mumbai Suburban","Locker-46, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-03-12T07:53:35.156947
EVID-002733,CASE-000133,FIR/2025/PS-PUN-001/00133,EVID/00133/2733,DOCUMENTARY,Forged land deed agreement,OFFICER-00046,"Near Landmark 56, Shivajinagar, Pune","Locker-2, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-01-09T20:53:35.156991
EVID-002734,CASE-000134,FIR/2024/PS-DEL-001/00134,EVID/00134/2734,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00007,"Near Landmark 59, Connaught Place, Central Delhi","Locker-10, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-10-30T13:53:35.157038
EVID-002735,CASE-000135,FIR/2025/PS-DEL-002/00135,EVID/00135/2735,DOCUMENTARY,Handwritten ransom note,OFFICER-00031,"Near Landmark 99, Hauz Khas, South Delhi","Locker-37, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-27T02:53:35.157081
EVID-002736,CASE-000136,FIR/2025/PS-BLR-001/00136,EVID/00136/2736,DOCUMENTARY,Handwritten ransom note,OFFICER-00001,"Near Landmark 22, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-37, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-08-01T02:53:35.157122
EVID-002737,CASE-000137,FIR/2025/PS-BLR-002/00137,EVID/00137/2737,FORENSIC,Chemical reagent sample,OFFICER-00012,"Near Landmark 34, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-39, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-12-31T06:53:35.157164
EVID-002738,CASE-000138,FIR/2026/PS-CHE-001/00138,EVID/00138/2738,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00049,"Near Landmark 39, T. Nagar, Chennai","Locker-17, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-12-11T01:53:35.157207
EVID-002739,CASE-000139,FIR/2026/PS-CHE-002/00139,EVID/00139/2739,DIGITAL,SIM card recovered,OFFICER-00015,"Near Landmark 16, Mylapore, Chennai","Locker-21, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-25T08:53:35.157250
EVID-002740,CASE-000140,FIR/2025/PS-LKO-001/00140,EVID/00140/2740,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00022,"Near Landmark 34, Hazratganj, Lucknow","Locker-5, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-07T05:53:35.157291
EVID-002741,CASE-000141,FIR/2026/PS-MUM-001/00141,EVID/00141/2741,FORENSIC,Toxicology vial from post-mortem,OFFICER-00039,"Near Landmark 88, Colaba, Mumbai City","Locker-48, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-06-12T07:53:35.157331
EVID-002742,CASE-000142,FIR/2024/PS-MUM-002/00142,EVID/00142/2742,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00014,"Near Landmark 17, Bandra West, Mumbai Suburban","Locker-28, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-08-03T03:53:35.157372
EVID-002743,CASE-000143,FIR/2024/PS-PUN-001/00143,EVID/00143/2743,PHYSICAL,Shoe impression cast,OFFICER-00032,"Near Landmark 24, Shivajinagar, Pune","Locker-30, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-05-27T10:53:35.157416
EVID-002744,CASE-000144,FIR/2024/PS-DEL-001/00144,EVID/00144/2744,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00019,"Near Landmark 64, Connaught Place, Central Delhi","Locker-9, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-07-11T17:53:35.157458
EVID-002745,CASE-000145,FIR/2025/PS-DEL-002/00145,EVID/00145/2745,FORENSIC,Chemical reagent sample,OFFICER-00013,"Near Landmark 34, Hauz Khas, South Delhi","Locker-26, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-01-09T11:53:35.157503
EVID-002746,CASE-000146,FIR/2026/PS-BLR-001/00146,EVID/00146/2746,DOCUMENTARY,Fake identification card,OFFICER-00025,"Near Landmark 60, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-49, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-02-04T02:53:35.157545
EVID-002747,CASE-000147,FIR/2024/PS-BLR-002/00147,EVID/00147/2747,DOCUMENTARY,Fake identification card,OFFICER-00014,"Near Landmark 90, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-44, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-02-10T11:53:35.157587
EVID-002748,CASE-000148,FIR/2026/PS-CHE-001/00148,EVID/00148/2748,DOCUMENTARY,Fake identification card,OFFICER-00030,"Near Landmark 95, T. Nagar, Chennai","Locker-42, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-04-14T18:53:35.157628
EVID-002749,CASE-000149,FIR/2025/PS-CHE-002/00149,EVID/00149/2749,DIGITAL,SIM card recovered,OFFICER-00003,"Near Landmark 18, Mylapore, Chennai","Locker-29, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-05T16:53:35.157673
EVID-002750,CASE-000150,FIR/2026/PS-LKO-001/00150,EVID/00150/2750,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00043,"Near Landmark 77, Hazratganj, Lucknow","Locker-23, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-05-03T07:53:35.157717
