case_id,fir_number,police_station_id,station_name,assigned_officer_id,assigned_officer_name,assigned_officer_badge,crime_category,crime_type,priority,current_status,registration_date,incident_date,location,short_summary,detailed_description,applicable_sections,source,created_by,updated_by,created_at,updated_at
CASE-000125,FIR/2025/PS-DEL-002/00125,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00045,Sunil Agarwal,BADGE-SOU-1045,NON_COGNIZABLE,DRUG_OFFENCE,HIGH,REGISTERED,2026-02-06T17:53:35.156632,2026-02-05T06:53:35.156632,"{""address"": ""Near Landmark 93, Hauz Khas, South Delhi"", ""latitude"": 28.54523316252374, ""longitude"": 77.21569796915169, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of drug offence reported near South Delhi.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Sunil Agarwal (BADGE-SOU-1045). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00243,USER-00243,2026-02-06T17:53:35.156632,2026-08-31T18:53:35.156652
CASE-000126,FIR/2024/PS-BLR-001/00126,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00006,Nandini Shah,BADGE-BAN-1006,NON_COGNIZABLE,THEFT,HIGH,COURT_PROCEEDINGS,2026-06-03T11:53:35.156674,2026-06-03T09:53:35.156674,"{""address"": ""Near Landmark 49, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.952473474575132, ""longitude"": 77.62853889132329, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of theft reported near Bangalore Urban.,Detailed police incident report regarding THEFT under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Nandini Shah (BADGE-BAN-1006). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00022,USER-00022,2026-06-03T11:53:35.156674,2026-08-31T18:53:35.156694
CASE-000127,FIR/2024/PS-BLR-002/00127,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00047,Ananya Dutta,BADGE-BAN-1047,NON_COGNIZABLE,OTHERS,MEDIUM,REGISTERED,2026-05-07T05:53:35.156715,2026-05-05T08:53:35.156715,"{""address"": ""Near Landmark 74, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.9916330727537, ""longitude"": 77.64061984115865, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of others reported near Bangalore Urban.,Detailed police incident report regarding OTHERS under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Ananya Dutta (BADGE-BAN-1047). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00037,USER-00037,2026-05-07T05:53:35.156715,2026-08-31T18:53:35.156740
CASE-000128,FIR/2024/PS-CHE-001/00128,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00038,Mohan Mehta,BADGE-CHE-1038,NON_COGNIZABLE,CYBER_CRIME,LOW,UNDER_INVESTIGATION,2026-03-05T15:53:35.156761,2026-03-03T16:53:35.156761,"{""address"": ""Near Landmark 17, T. Nagar, Chennai"", ""latitude"": 13.058030089468042, ""longitude"": 80.23621939560859, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of cyber crime reported near Chennai.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Mohan Mehta (BADGE-CHE-1038). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00029,USER-00029,2026-03-05T15:53:35.156761,2026-08-31T18:53:35.156781
CASE-000129,FIR/2026/PS-CHE-002/00129,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00019,Aditya Dubey,BADGE-CHE-1019,COGNIZABLE,ROBBERY,CRITICAL,CLOSED_SOLVED,2026-07-25T03:53:35.156803,2026-07-24T07:53:35.156803,"{""address"": ""Near Landmark 99, Mylapore, Chennai"", ""latitude"": 13.01957525416195, ""longitude"": 80.26105615328224, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of robbery reported near Chennai.,Detailed police incident report regarding ROBBERY under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Aditya Dubey (BADGE-CHE-1019). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00003,USER-00003,2026-07-25T03:53:35.156803,2026-08-31T18:53:35.156824
CASE-000130,FIR/2025/PS-LKO-001/00130,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00030,Yogesh Mishra,BADGE-LUC-1030,NON_COGNIZABLE,ASSAULT,LOW,UNDER_INVESTIGATION,2025-07-07T03:53:35.156853,2025-07-06T14:53:35.156853,"{""address"": ""Near Landmark 29, Hazratganj, Lucknow"", ""latitude"": 26.845172423905886, ""longitude"": 80.93698325762647, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of assault reported near Lucknow.,Detailed police incident report regarding ASSAULT under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Yogesh Mishra (BADGE-LUC-1030). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00046,USER-00046,2025-07-07T03:53:35.156853,2026-08-31T18:53:35.156877
CASE-000131,FIR/2025/PS-MUM-001/00131,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00001,Sanjay Bhatt,BADGE-MUM-1001,NON_COGNIZABLE,DRUG_OFFENCE,HIGH,REGISTERED,2026-05-28T22:53:35.156901,2026-05-28T17:53:35.156901,"{""address"": ""Near Landmark 44, Colaba, Mumbai City"", ""latitude"": 18.89903876887731, ""longitude"": 72.83257511968476, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of drug offence reported near Mumbai City.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Colaba Police Station. Investigation initiated by Officer Sanjay Bhatt (BADGE-MUM-1001). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00007,USER-00007,2026-05-28T22:53:35.156901,2026-08-31T18:53:35.156924
CASE-000132,FIR/2026/PS-MUM-002/00132,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00032,Umesh Deshmukh,BADGE-MUM-1032,NON_COGNIZABLE,THEFT,MEDIUM,CLOSED_UNSOLVED,2026-03-12T07:53:35.156947,2026-03-10T12:53:35.156947,"{""address"": ""Near Landmark 52, Bandra West, Mumbai Suburban"", ""latitude"": 19.047973604850966, ""longitude"": 72.81799545117225, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of theft reported near Mumbai Suburban.,Detailed police incident report regarding THEFT under jurisdiction of Bandra Police Station. Investigation initiated by Officer Umesh Deshmukh (BADGE-MUM-1032). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00031,USER-00031,2026-03-12T07:53:35.156947,2026-08-31T18:53:35.156967
CASE-000133,FIR/2025/PS-PUN-001/00133,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00033,Vinod Gowda,BADGE-PUN-1033,NON_COGNIZABLE,ASSAULT,HIGH,UNDER_INVESTIGATION,2026-01-09T20:53:35.156991,2026-01-08T07:53:35.156991,"{""address"": ""Near Landmark 56, Shivajinagar, Pune"", ""latitude"": 18.54628307070517, ""longitude"": 73.82809264570055, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of assault reported near Pune.,Detailed police incident report regarding ASSAULT under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Vinod Gowda (BADGE-PUN-1033). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00018,USER-00018,2026-01-09T20:53:35.156991,2026-08-31T18:53:35.157011
CASE-000134,FIR/2024/PS-DEL-001/00134,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00014,Sachin Bhatt,BADGE-CEN-1014,NON_COGNIZABLE,DOMESTIC_VIOLENCE,HIGH,CHARGE_SHEET_FILED,2025-10-30T13:53:35.157038,2025-10-29T06:53:35.157038,"{""address"": ""Near Landmark 59, Connaught Place, Central Delhi"", ""latitude"": 28.632867883752546, ""longitude"": 77.20904479196926, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of domestic violence reported near Central Delhi.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Sachin Bhatt (BADGE-CEN-1014). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00005,USER-00005,2025-10-30T13:53:35.157038,2026-08-31T18:53:35.157059
CASE-000135,FIR/2025/PS-DEL-002/00135,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00005,Vivek Chatterjee,BADGE-SOU-1005,NON_COGNIZABLE,DRUG_OFFENCE,CRITICAL,REGISTERED,2025-11-27T02:53:35.157081,2025-11-26T08:53:35.157081,"{""address"": ""Near Landmark 99, Hauz Khas, South Delhi"", ""latitude"": 28.552446837190747, ""longitude"": 77.18501109593197, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of drug offence reported near South Delhi.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Vivek Chatterjee (BADGE-SOU-1005). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00021,USER-00021,2025-11-27T02:53:35.157081,2026-08-31T18:53:35.157102
CASE-000136,FIR/2025/PS-BLR-001/00136,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00046,Indu Singh,BADGE-BAN-1046,COGNIZABLE,MURDER,HIGH,COURT_PROCEEDINGS,2025-08-01T02:53:35.157122,2025-07-30T14:53:35.157122,"{""address"": ""Near Landmark 22, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.93211118149449, ""longitude"": 77.60860684155152, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of murder reported near Bangalore Urban.,Detailed police incident report regarding MURDER under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Indu Singh (BADGE-BAN-1046). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00238,USER-00238,2025-08-01T02:53:35.157122,2026-08-31T18:53:35.157142
CASE-000137,FIR/2025/PS-BLR-002/00137,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00047,Ananya Dutta,BADGE-BAN-1047,COGNIZABLE,MURDER,LOW,UNDER_INVESTIGATION,2025-12-31T06:53:35.157164,2025-12-29T15:53:35.157164,"{""address"": ""Near Landmark 34, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.961712482030585, ""longitude"": 77.64530130870428, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of murder reported near Bangalore Urban.,Detailed police incident report regarding MURDER under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Ananya Dutta (BADGE-BAN-1047). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00240,USER-00240,2025-12-31T06:53:35.157164,2026-08-31T18:53:35.157182
CASE-000138,FIR/2026/PS-CHE-001/00138,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00008,Ajay Bhatt,BADGE-CHE-1008,NON_COGNIZABLE,MISSING_PERSON,MEDIUM,UNDER_INVESTIGATION,2025-12-11T01:53:35.157207,2025-12-09T12:53:35.157207,"{""address"": ""Near Landmark 39, T. Nagar, Chennai"", ""latitude"": 13.041499854290008, ""longitude"": 80.23097133213624, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of missing person reported near Chennai.,Detailed police incident report regarding MISSING_PERSON under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Ajay Bhatt (BADGE-CHE-1008). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""363"", ""description"": ""Punishment for kidnapping""}, {""act"": ""BNS"", ""section"": ""137"", ""description"": ""Kidnapping""}]",WALK_IN,USER-00021,USER-00021,2025-12-11T01:53:35.157207,2026-08-31T18:53:35.157226
CASE-000139,FIR/2026/PS-CHE-002/00139,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00019,Aditya Dubey,BADGE-CHE-1019,NON_COGNIZABLE,OTHERS,HIGH,CLOSED_SOLVED,2025-05-25T08:53:35.157250,2025-05-23T12:53:35.157250,"{""address"": ""Near Landmark 16, Mylapore, Chennai"", ""latitude"": 13.033282282834234, ""longitude"": 80.27095617323353, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of others reported near Chennai.,Detailed police incident report regarding OTHERS under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Aditya Dubey (BADGE-CHE-1019). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00003,USER-00003,2025-05-25T08:53:35.157250,2026-08-31T18:53:35.157270
CASE-000140,FIR/2025/PS-LKO-001/00140,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00030,Yogesh Mishra,BADGE-LUC-1030,NON_COGNIZABLE,DRUG_OFFENCE,HIGH,UNDER_INVESTIGATION,2026-02-07T05:53:35.157291,2026-02-05T10:53:35.157291,"{""address"": ""Near Landmark 34, Hazratganj, Lucknow"", ""latitude"": 26.8507831554168, ""longitude"": 80.94667687870742, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of drug offence reported near Lucknow.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Yogesh Mishra (BADGE-LUC-1030). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00218,USER-00218,2026-02-07T05:53:35.157291,2026-08-31T18:53:35.157310
CASE-000141,FIR/2026/PS-MUM-001/00141,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00011,Nikhil Patil,BADGE-MUM-1011,NON_COGNIZABLE,ACCIDENT,MEDIUM,REGISTERED,2026-06-12T07:53:35.157331,2026-06-10T16:53:35.157331,"{""address"": ""Near Landmark 88, Colaba, Mumbai City"", ""latitude"": 18.907204979750837, ""longitude"": 72.83996522183385, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of accident reported near Mumbai City.,Detailed police incident report regarding ACCIDENT under jurisdiction of Colaba Police Station. Investigation initiated by Officer Nikhil Patil (BADGE-MUM-1011). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00238,USER-00238,2026-06-12T07:53:35.157331,2026-08-31T18:53:35.157351
CASE-000142,FIR/2024/PS-MUM-002/00142,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00042,Radha Patil,BADGE-MUM-1042,NON_COGNIZABLE,ACCIDENT,MEDIUM,UNDER_INVESTIGATION,2026-08-03T03:53:35.157372,2026-08-02T11:53:35.157372,"{""address"": ""Near Landmark 17, Bandra West, Mumbai Suburban"", ""latitude"": 19.04874014254494, ""longitude"": 72.81731203366978, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of accident reported near Mumbai Suburban.,Detailed police incident report regarding ACCIDENT under jurisdiction of Bandra Police Station. Investigation initiated by Officer Radha Patil (BADGE-MUM-1042). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00245,USER-00245,2026-08-03T03:53:35.157372,2026-08-31T18:53:35.157395
