activity_id,case_id,fir_number,activity_type,description,performed_by_officer_id,timestamp
ACT-006539,CASE-000139,FIR/2026/PS-CHE-002/00139,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00005,2025-05-25T08:53:35.157250
ACT-006540,CASE-000140,FIR/2025/PS-LKO-001/00140,ASSIGNED,Case assigned to Primary IO Ravi Singh (BADGE-BAN-1007).,OFFICER-00007,2026-02-07T05:53:35.157291
ACT-006541,CASE-000141,FIR/2026/PS-MUM-001/00141,ASSIGNED,Case assigned to Primary IO Chandan Chatterjee (BADGE-PUN-1043).,OFFICER-00043,2026-06-12T07:53:35.157331
ACT-006542,CASE-000142,FIR/2024/PS-MUM-002/00142,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00020,2026-08-03T03:53:35.157372
ACT-006543,CASE-000143,FIR/2024/PS-PUN-001/00143,ASSIGNED,Case assigned to Primary IO Ajay Bhatt (BADGE-CHE-1008).,OFFICER-00008,2025-05-27T10:53:35.157416
ACT-006544,CASE-000144,FIR/2024/PS-DEL-001/00144,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00046,2025-07-11T17:53:35.157458
ACT-006545,CASE-000145,FIR/2025/PS-DEL-002/00145,WITNESS_ADDED,Witness Asha Tiwari added to case record.,OFFICER-00047,2026-01-09T11:53:35.157503
ACT-006546,CASE-000146,FIR/2026/PS-BLR-001/00146,CLOSED,Case investigation concluded and case closed.,OFFICER-00020,2026-02-04T02:53:35.157545
ACT-006547,CASE-000147,FIR/2024/PS-BLR-002/00147,CLOSED,Case investigation concluded and case closed.,OFFICER-00019,2026-02-10T11:53:35.157587
ACT-006548,CASE-000148,FIR/2026/PS-CHE-001/00148,ASSIGNED,Case assigned to Primary IO Aditya Dubey (BADGE-CHE-1019).,OFFICER-00019,2026-04-14T18:53:35.157628
ACT-006549,CASE-000149,FIR/2025/PS-CHE-002/00149,INTERROGATION,Suspect Pankaj Pandey brought in for questioning.,OFFICER-00029,2025-10-05T16:53:35.157673
ACT-006550,CASE-000150,FIR/2026/PS-LKO-001/00150,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00031,2025-05-03T07:53:35.157717
ACT-006551,CASE-000151,FIR/2024/PS-MUM-001/00151,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00042,2026-05-01T09:53:35.157759
ACT-006552,CASE-000152,FIR/2024/PS-MUM-002/00152,INTERROGATION,Suspect Suman Malik brought in for questioning.,OFFICER-00040,2025-10-20T07:53:35.157803
ACT-006553,CASE-000153,FIR/2024/PS-PUN-001/00153,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00026,2026-07-27T20:53:35.157844
ACT-006554,CASE-000154,FIR/2024/PS-DEL-001/00154,CLOSED,Case investigation concluded and case closed.,OFFICER-00050,2026-08-16T06:53:35.157888
ACT-006555,CASE-000155,FIR/2026/PS-DEL-002/00155,WITNESS_ADDED,Witness Varun Srivastava added to case record.,OFFICER-00026,2025-12-05T23:53:35.157927
ACT-006556,CASE-000156,FIR/2024/PS-BLR-001/00156,ASSIGNED,Case assigned to Primary IO Nandini Shah (BADGE-BAN-1006).,OFFICER-00006,2026-03-08T17:53:35.157972
ACT-006557,CASE-000157,FIR/2025/PS-BLR-002/00157,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00015,2026-01-27T15:53:35.158015
ACT-006558,CASE-000158,FIR/2024/PS-CHE-001/00158,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00040,2025-10-12T04:53:35.158069
ACT-006559,CASE-000159,FIR/2025/PS-CHE-002/00159,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00018,2026-08-03T04:53:35.158122
ACT-006560,CASE-000160,FIR/2026/PS-LKO-001/00160,CLOSED,Case investigation concluded and case closed.,OFFICER-00001,2026-01-10T22:53:35.158164
ACT-006561,CASE-000161,FIR/2026/PS-MUM-001/00161,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00024,2026-07-20T20:53:35.158204
ACT-006562,CASE-000162,FIR/2025/PS-MUM-002/00162,ASSIGNED,Case assigned to Primary IO Nikhil Patil (BADGE-MUM-1011).,OFFICER-00011,2026-06-13T07:53:35.158245
ACT-006563,CASE-000163,FIR/2025/PS-PUN-001/00163,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00007,2026-08-16T10:53:35.158285
ACT-006564,CASE-000164,FIR/2025/PS-DEL-001/00164,WITNESS_ADDED,Witness Kavita Malik added to case record.,OFFICER-00014,2026-07-21T01:53:35.158325
ACT-006565,CASE-000165,FIR/2025/PS-DEL-002/00165,INTERROGATION,Suspect Varun Bhowmick brought in for questioning.,OFFICER-00012,2026-07-29T06:53:35.158365
ACT-006566,CASE-000166,FIR/2026/PS-BLR-001/00166,REGISTERED,FIR filed and case registered at Koramangala Police Station.,OFFICER-00039,2025-12-11T14:53:35.158405
ACT-006567,CASE-000167,FIR/2025/PS-BLR-002/00167,ASSIGNED,Case assigned to Primary IO Umesh Deshmukh (BADGE-MUM-1032).,OFFICER-00032,2025-11-02T16:53:35.158453
ACT-006568,CASE-000168,FIR/2026/PS-CHE-001/00168,REGISTERED,FIR filed and case registered at T. Nagar Police Station.,OFFICER-00016,2025-10-16T20:53:35.158495
ACT-006569,CASE-000169,FIR/2025/PS-CHE-002/00169,INTERROGATION,Suspect Payal Chauhan brought in for questioning.,OFFICER-00009,2026-04-14T19:53:35.158535
ACT-006570,CASE-000170,FIR/2026/PS-LKO-001/00170,INTERROGATION,Suspect Kiran Nair brought in for questioning.,OFFICER-00005,2026-01-21T09:53:35.158583
ACT-006571,CASE-000171,FIR/2024/PS-MUM-001/00171,STATUS_CHANGED,Case status updated to COURT_PROCEEDINGS.,OFFICER-00022,2025-09-26T06:53:35.158631
ACT-006572,CASE-000172,FIR/2025/PS-MUM-002/00172,WITNESS_ADDED,Witness Savita Singh added to case record.,OFFICER-00010,2025-11-10T11:53:35.158675
ACT-006573,CASE-000173,FIR/2024/PS-PUN-001/00173,ASSIGNED,Case assigned to Primary IO Pankaj Banerjee (BADGE-MUM-1012).,OFFICER-00012,2025-06-12T06:53:35.158725
ACT-006574,CASE-000174,FIR/2025/PS-DEL-001/00174,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00032,2025-06-08T05:53:35.158775
ACT-006575,CASE-000175,FIR/2025/PS-DEL-002/00175,ASSIGNED,Case assigned to Primary IO Chandan Chatterjee (BADGE-PUN-1043).,OFFICER-00043,2025-11-02T12:53:35.158819
ACT-006576,CASE-000176,FIR/2025/PS-BLR-001/00176,WITNESS_ADDED,Witness Mahesh Naidu added to case record.,OFFICER-00008,2025-05-16T21:53:35.158871
ACT-006577,CASE-000177,FIR/2024/PS-BLR-002/00177,INTERROGATION,Suspect Usha Yadav brought in for questioning.,OFFICER-00032,2025-09-12T03:53:35.158922
ACT-006578,CASE-000178,FIR/2026/PS-CHE-001/00178,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00030,2026-07-18T12:53:35.158968
ACT-006579,CASE-000179,FIR/2025/PS-CHE-002/00179,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00025,2025-05-18T19:53:35.159011
ACT-006580,CASE-000180,FIR/2024/PS-LKO-001/00180,CLOSED,Case investigation concluded and case closed.,OFFICER-00050,2025-12-04T14:53:35.159053
ACT-006581,CASE-000181,FIR/2026/PS-MUM-001/00181,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00015,2026-06-29T20:53:35.159102
ACT-006582,CASE-000182,FIR/2025/PS-MUM-002/00182,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00034,2026-03-14T08:53:35.159275
ACT-006583,CASE-000183,FIR/2025/PS-PUN-001/00183,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00026,2026-04-22T21:53:35.159382
ACT-006584,CASE-000184,FIR/2025/PS-DEL-001/00184,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00003,2025-05-26T18:53:35.159449
ACT-006585,CASE-000185,FIR/2024/PS-DEL-002/00185,CLOSED,Case investigation concluded and case closed.,OFFICER-00021,2025-04-23T03:53:35.159508
ACT-006586,CASE-000186,FIR/2025/PS-BLR-001/00186,STATUS_CHANGED,Case status updated to REGISTERED.,OFFICER-00020,2026-01-16T02:53:35.159561
ACT-006587,CASE-000187,FIR/2024/PS-BLR-002/00187,CLOSED,Case investigation concluded and case closed.,OFFICER-00036,2025-04-29T11:53:35.159664
ACT-006588,CASE-000188,FIR/2025/PS-CHE-001/00188,WITNESS_ADDED,Witness Deepak Shukla added to case record.,OFFICER-00019,2025-05-11T20:53:35.159746
ACT-006589,CASE-000189,FIR/2024/PS-CHE-002/00189,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00041,2026-01-07T01:53:35.159786
ACT-006590,CASE-000190,FIR/2026/PS-LKO-001/00190,ASSIGNED,Case assigned to Primary IO Nikhil Patil (BADGE-MUM-1011).,OFFICER-00011,2026-02-09T11:53:35.159818
ACT-006591,CASE-000191,FIR/2026/PS-MUM-001/00191,CLOSED,Case investigation concluded and case closed.,OFFICER-00050,2026-07-19T12:53:35.159846
ACT-006592,CASE-000192,FIR/2025/PS-MUM-002/00192,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00016,2025-08-01T01:53:35.159874
ACT-006593,CASE-000193,FIR/2024/PS-PUN-001/00193,INTERROGATION,Suspect Deepak Bhowmick brought in for questioning.,OFFICER-00045,2025-08-24T08:53:35.159903
ACT-006594,CASE-000194,FIR/2026/PS-DEL-001/00194,ASSIGNED,Case assigned to Primary IO Ajay Bhatt (BADGE-CHE-1008).,OFFICER-00008,2025-11-24T18:53:35.159946
ACT-006595,CASE-000195,FIR/2025/PS-DEL-002/00195,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00036,2025-12-12T05:53:35.159976
ACT-006596,CASE-000196,FIR/2025/PS-BLR-001/00196,INTERROGATION,Suspect Nisha Kulkarni brought in for questioning.,OFFICER-00019,2025-08-30T14:53:35.160003
ACT-006597,CASE-000197,FIR/2026/PS-BLR-002/00197,CLOSED,Case investigation concluded and case closed.,OFFICER-00007,2025-11-03T09:53:35.160029
ACT-006598,CASE-000198,FIR/2026/PS-CHE-001/00198,STATUS_CHANGED,Case status updated to CLOSED_UNSOLVED.,OFFICER-00037,2025-04-20T13:53:35.160061
ACT-006599,CASE-000199,FIR/2026/PS-CHE-002/00199,WITNESS_ADDED,Witness Nilesh Chauhan added to case record.,OFFICER-00034,2026-01-02T21:53:35.160088
ACT-006600,CASE-000200,FIR/2024/PS-LKO-001/00200,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00009,2025-12-01T23:53:35.160117
ACT-006601,CASE-000001,FIR/2026/PS-MUM-001/00001,ASSIGNED,Case assigned to Primary IO Ajay Bhatt (BADGE-CHE-1008).,OFFICER-00008,2025-06-18T08:53:35.150719
ACT-006602,CASE-000002,FIR/2026/PS-MUM-002/00002,INTERROGATION,Suspect Rohan Nair brought in for questioning.,OFFICER-00017,2026-07-24T20:53:35.150816
ACT-006603,CASE-000003,FIR/2025/PS-PUN-001/00003,WITNESS_ADDED,Witness Renu Rao added to case record.,OFFICER-00030,2026-08-13T01:53:35.150882
ACT-006604,CASE-000004,FIR/2024/PS-DEL-001/00004,INTERROGATION,Suspect Indu Gupta brought in for questioning.,OFFICER-00018,2025-07-01T12:53:35.150934
ACT-006605,CASE-000005,FIR/2026/PS-DEL-002/00005,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00046,2025-06-07T04:53:35.150994
ACT-006606,CASE-000006,FIR/2026/PS-BLR-001/00006,STATUS_CHANGED,Case status updated to CHARGE_SHEET_FILED.,OFFICER-00036,2026-08-01T03:53:35.151044
ACT-006607,CASE-000007,FIR/2024/PS-BLR-002/00007,CLOSED,Case investigation concluded and case closed.,OFFICER-00038,2025-08-28T06:53:35.151090
ACT-006608,CASE-000008,FIR/2025/PS-CHE-001/00008,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00009,2026-02-21T08:53:35.151135
ACT-006609,CASE-000009,FIR/2025/PS-CHE-002/00009,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00029,2025-05-17T10:53:35.151179
ACT-006610,CASE-000010,FIR/2025/PS-LKO-001/00010,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00025,2026-04-17T19:53:35.151230
ACT-006611,CASE-000011,FIR/2025/PS-MUM-001/00011,CLOSED,Case investigation concluded and case closed.,OFFICER-00033,2026-04-24T21:53:35.151282
ACT-006612,CASE-000012,FIR/2024/PS-MUM-002/00012,STATUS_CHANGED,Case status updated to CHARGE_SHEET_FILED.,OFFICER-00018,2025-06-03T21:53:35.151326
ACT-006613,CASE-000013,FIR/2026/PS-PUN-001/00013,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00045,2025-07-17T00:53:35.151371
ACT-006614,CASE-000014,FIR/2024/PS-DEL-001/00014,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00029,2026-06-21T02:53:35.151414
ACT-006615,CASE-000015,FIR/2024/PS-DEL-002/00015,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00012,2025-06-11T05:53:35.151457
ACT-006616,CASE-000016,FIR/2026/PS-BLR-001/00016,CLOSED,Case investigation concluded and case closed.,OFFICER-00040,2025-08-18T23:53:35.151502
ACT-006617,CASE-000017,FIR/2026/PS-BLR-002/00017,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00048,2025-11-06T18:53:35.151545
ACT-006618,CASE-000018,FIR/2025/PS-CHE-001/00018,ASSIGNED,Case assigned to Primary IO Nandini Shah (BADGE-BAN-1006).,OFFICER-00006,2026-08-06T18:53:35.151598
ACT-006619,CASE-000019,FIR/2025/PS-CHE-002/00019,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00018,2026-03-10T16:53:35.151661
ACT-006620,CASE-000020,FIR/2024/PS-LKO-001/00020,WITNESS_ADDED,Witness Vikram Kulkarni added to case record.,OFFICER-00003,2026-02-25T08:53:35.151744
ACT-006621,CASE-000021,FIR/2024/PS-MUM-001/00021,STATUS_CHANGED,Case status updated to CLOSED_UNSOLVED.,OFFICER-00034,2026-01-05T22:53:35.151802
ACT-006622,CASE-000022,FIR/2024/PS-MUM-002/00022,WITNESS_ADDED,Witness Payal Kulkarni added to case record.,OFFICER-00038,2026-05-23T19:53:35.151990
ACT-006623,CASE-000023,FIR/2024/PS-PUN-001/00023,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00008,2026-01-26T14:53:35.152053
ACT-006624,CASE-000024,FIR/2024/PS-DEL-001/00024,ASSIGNED,Case assigned to Primary IO Nirmala Dutta (BADGE-CHE-1028).,OFFICER-00028,2025-06-27T05:53:35.152104
ACT-006625,CASE-000025,FIR/2024/PS-DEL-002/00025,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00011,2026-02-02T05:53:35.152159
ACT-006626,CASE-000026,FIR/2024/PS-BLR-001/00026,ASSIGNED,Case assigned to Primary IO Tarun Shetty (BADGE-BAN-1036).,OFFICER-00036,2026-03-27T02:53:35.152222
ACT-006627,CASE-000027,FIR/2025/PS-BLR-002/00027,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00002,2026-01-25T04:53:35.152605
ACT-006628,CASE-000028,FIR/2026/PS-CHE-001/00028,INTERROGATION,Suspect Siddharth Saxena brought in for questioning.,OFFICER-00043,2026-07-29T20:53:35.152665
ACT-006629,CASE-000029,FIR/2024/PS-CHE-002/00029,REGISTERED,FIR filed and case registered at Mylapore Police Station.,OFFICER-00032,2025-10-06T19:53:35.152724
ACT-006630,CASE-000030,FIR/2025/PS-LKO-001/00030,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00034,2025-04-24T16:53:35.152773
ACT-006631,CASE-000031,FIR/2025/PS-MUM-001/00031,WITNESS_ADDED,Witness Vinod Patel added to case record.,OFFICER-00041,2026-08-16T23:53:35.152828
ACT-006632,CASE-000032,FIR/2025/PS-MUM-002/00032,WITNESS_ADDED,Witness Abhishek Reddy added to case record.,OFFICER-00017,2025-09-23T11:53:35.152878
ACT-006633,CASE-000033,FIR/2025/PS-PUN-001/00033,ASSIGNED,Case assigned to Primary IO Umesh Deshmukh (BADGE-MUM-1032).,OFFICER-00032,2025-10-12T16:53:35.152928
ACT-006634,CASE-000034,FIR/2024/PS-DEL-001/00034,INTERROGATION,Suspect Vinod Pandey brought in for questioning.,OFFICER-00050,2025-10-14T01:53:35.152979
ACT-006635,CASE-000035,FIR/2026/PS-DEL-002/00035,INTERROGATION,Suspect Savita Verma brought in for questioning.,OFFICER-00028,2025-04-24T12:53:35.153037
ACT-006636,CASE-000036,FIR/2024/PS-BLR-001/00036,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00044,2026-01-29T12:53:35.153086
ACT-006637,CASE-000037,FIR/2025/PS-BLR-002/00037,ASSIGNED,Case assigned to Primary IO Rakesh Tiwari (BADGE-MUM-1021).,OFFICER-00021,2026-05-29T07:53:35.153135
ACT-006638,CASE-000038,FIR/2025/PS-CHE-001/00038,CLOSED,Case investigation concluded and case closed.,OFFICER-00027,2026-08-15T08:53:35.153183
ACT-006639,CASE-000039,FIR/2025/PS-CHE-002/00039,CLOSED,Case investigation concluded and case closed.,OFFICER-00026,2026-01-19T13:53:35.153237
ACT-006640,CASE-000040,FIR/2026/PS-LKO-001/00040,CLOSED,Case investigation concluded and case closed.,OFFICER-00026,2026-01-22T07:53:35.153284
ACT-006641,CASE-000041,FIR/2026/PS-MUM-001/00041,INTERROGATION,Suspect Devendra Singh brought in for questioning.,OFFICER-00024,2026-04-30T06:53:35.153331
ACT-006642,CASE-000042,FIR/2026/PS-MUM-002/00042,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00038,2025-10-26T08:53:35.153376
ACT-006643,CASE-000043,FIR/2026/PS-PUN-001/00043,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00046,2025-09-19T06:53:35.153497
ACT-006644,CASE-000044,FIR/2026/PS-DEL-001/00044,CLOSED,Case investigation concluded and case closed.,OFFICER-00030,2025-04-21T16:53:35.153551
ACT-006645,CASE-000045,FIR/2026/PS-DEL-002/00045,INTERROGATION,Suspect Vishal Saxena brought in for questioning.,OFFICER-00047,2025-11-12T10:53:35.153586
ACT-006646,CASE-000046,FIR/2025/PS-BLR-001/00046,INTERROGATION,Suspect Hitesh Pandey brought in for questioning.,OFFICER-00007,2026-07-14T12:53:35.153621
ACT-006647,CASE-000047,FIR/2024/PS-BLR-002/00047,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00024,2025-08-11T17:53:35.153676
ACT-006648,CASE-000048,FIR/2025/PS-CHE-001/00048,ASSIGNED,Case assigned to Primary IO Umesh Deshmukh (BADGE-MUM-1032).,OFFICER-00032,2026-06-13T11:53:35.153732
ACT-006649,CASE-000049,FIR/2026/PS-CHE-002/00049,CLOSED,Case investigation concluded and case closed.,OFFICER-00011,2025-08-20T15:53:35.153764
ACT-006650,CASE-000050,FIR/2025/PS-LKO-001/00050,WITNESS_ADDED,Witness Yashoda Banerjee added to case record.,OFFICER-00007,2025-05-21T02:53:35.153793
ACT-006651,CASE-000051,FIR/2026/PS-MUM-001/00051,ASSIGNED,Case assigned to Primary IO Jitendra Tripathi (BADGE-MUM-1002).,OFFICER-00002,2025-08-29T02:53:35.153821
ACT-006652,CASE-000052,FIR/2026/PS-MUM-002/00052,ASSIGNED,Case assigned to Primary IO Nikhil Patil (BADGE-MUM-1011).,OFFICER-00011,2025-06-08T14:53:35.153848
ACT-006653,CASE-000053,FIR/2026/PS-PUN-001/00053,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00042,2026-08-18T19:53:35.153876
ACT-006654,CASE-000054,FIR/2026/PS-DEL-001/00054,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00002,2026-08-17T15:53:35.153904
ACT-006655,CASE-000055,FIR/2025/PS-DEL-002/00055,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00015,2026-05-07T14:53:35.153930
ACT-006656,CASE-000056,FIR/2026/PS-BLR-001/00056,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00030,2025-09-19T07:53:35.153956
ACT-006657,CASE-000057,FIR/2024/PS-BLR-002/00057,CLOSED,Case investigation concluded and case closed.,OFFICER-00016,2025-11-30T03:53:35.153988
ACT-006658,CASE-000058,FIR/2026/PS-CHE-001/00058,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00041,2025-12-02T05:53:35.154017
ACT-006659,CASE-000059,FIR/2026/PS-CHE-002/00059,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00046,2026-07-27T22:53:35.154045
ACT-006660,CASE-000060,FIR/2024/PS-LKO-001/00060,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00038,2026-02-12T04:53:35.154070
ACT-006661,CASE-000061,FIR/2024/PS-MUM-001/00061,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00033,2026-05-01T04:53:35.154115
ACT-006662,CASE-000062,FIR/2025/PS-MUM-002/00062,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00019,2025-08-08T17:53:35.154143
ACT-006663,CASE-000063,FIR/2024/PS-PUN-001/00063,INTERROGATION,Suspect Prachi Rao brought in for questioning.,OFFICER-00039,2025-06-30T02:53:35.154185
ACT-006664,CASE-000064,FIR/2024/PS-DEL-001/00064,INTERROGATION,Suspect Umesh Joshi brought in for questioning.,OFFICER-00014,2025-06-17T00:53:35.154231
ACT-006665,CASE-000065,FIR/2024/PS-DEL-002/00065,ASSIGNED,Case assigned to Primary IO Vikram Mehta (BADGE-CEN-1024).,OFFICER-00024,2025-07-19T15:53:35.154260
ACT-006666,CASE-000066,FIR/2024/PS-BLR-001/00066,STATUS_CHANGED,Case status updated to REGISTERED.,OFFICER-00032,2026-07-20T18:53:35.154300
ACT-006667,CASE-000067,FIR/2025/PS-BLR-002/00067,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00003,2026-08-08T14:53:35.154333
ACT-006668,CASE-000068,FIR/2025/PS-CHE-001/00068,WITNESS_ADDED,Witness Shanti Nair added to case record.,OFFICER-00002,2026-05-24T02:53:35.154362
ACT-006669,CASE-000069,FIR/2026/PS-CHE-002/00069,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00042,2025-11-03T06:53:35.154388
ACT-006670,CASE-000070,FIR/2026/PS-LKO-001/00070,WITNESS_ADDED,Witness Vikram Dutta added to case record.,OFFICER-00005,2025-07-13T13:53:35.154413
ACT-006671,CASE-000071,FIR/2025/PS-MUM-001/00071,ASSIGNED,Case assigned to Primary IO Pankaj Verma (BADGE-SOU-1025).,OFFICER-00025,2025-12-14T19:53:35.154441
ACT-006672,CASE-000072,FIR/2025/PS-MUM-002/00072,REGISTERED,FIR filed and case registered at Bandra Police Station.,OFFICER-00045,2025-11-09T02:53:35.154467
ACT-006673,CASE-000073,FIR/2026/PS-PUN-001/00073,REGISTERED,FIR filed and case registered at Shivajinagar Police Station.,OFFICER-00045,2025-08-15T07:53:35.154492
ACT-006674,CASE-000074,FIR/2025/PS-DEL-001/00074,ASSIGNED,Case assigned to Primary IO Sunil Agarwal (BADGE-SOU-1045).,OFFICER-00045,2025-11-29T04:53:35.154520
